course_id;course_name;professor;department;semester;days;time;description
ENG-SCI  190;Introduction to Materials Science and Engineering;Li;Engineering Sciences;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;Introduction to the structure, properties, and applications of materials. Crystal structure and defects. Structure property relations and crystal symmetry. Phase transformations, phase diagrams, diffusion. Effect of microstructure on properties. Examples from a variety of engineering applications of electrical, optical and magnetic materials.
SOCIOL 1157;Qualitative Methods in Sociology;Mandic;Sociology;2021 Fall;"[{""days"":""T""}]";9:00am -  11:00am;"What does it mean to ""sample""? What is a good research question, and how can you go about answering it? What do we do about bias in our research designs? This seminar offers an introductory overview of qualitative research methods in sociology. Through a series of hands-on, applied exercises and practical case-studies, students will learn what qualitative research looks like in the real world. Students will receive training in the basic instruments, sampling strategies, data collection"
AFRAMER  183Y;The Long Civil Rights Movement in American History;Pope;African & African Amer Studies;2021 Fall;"[{""days"":""T""}]";9:45am -  11:45am;African Americans led a decades-long struggle for liberation during the twentieth century. The civil rights movement encompassed a range of economic, social, and political demands. The fight against Jim Crow bound together these demands under the framework of a single movement for much of the century. Together we will study the role of Black women, how violent and non-violent strategies worked in tandem, the relationship between the civil rights movement and other movements domestic and abroad,
MOD-HEB  120A;Intermediate Modern Hebrew I;Aharony;Near Eastern Languages & Civ;2021 Fall;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""},{""days"":""F""}]";10:30am -  11:45am;The course reinforces and expands knowledge of linguistic and grammatical structures, with emphasis on further developing the four skills. Readings include selections from contemporary Israeli literature, print media, and internet publications. Readings and class discussions cover various facets of Israeli high and popular culture. Conducted primarily in Hebrew. Offered jointly with the Divinity School as 4040. Modern Hebrew B or passing of special departmental placement test.
MATH  132;Differential Topology;Gaitsgory;Mathematics;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;Differential manifolds, smooth maps and transversality. Winding numbers, vector fields, index and degree. Differential forms, Stokes' theorem, introduction to cohomology.
AFVS  133;Sun & Shadow, Sculpture Studio;Schultz;Art, Film, and Visual Studies;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  11:45am;This sculpture course considers “distance” and “access” as means of production. Throughout the past year we all gained new and specific experiences of distance that influenced our understanding and making of artworks. In which ways do these experiences have a longer impact on our encounter with sculpture? What do we consider the “land” in Land Art? Can a sculpture be imagined into existence? This course repositions both materiality and the artist, to ask what
UKRA  CR;Advanced Ukrainian;Dibrova;Slavic Languages & Literatures;2021 Fall;[];-  TBA;Individualized study of the Ukrainian language at the advanced level. Emphasis on reading with some practice in speaking and writing for professional and academic purposes. Conducted as a tutorial.
BE  121;Cellular Engineering;Parker;Biomedical Engineering;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";11:15am -  12:30pm;This is a combined introductory graduate/upper-level undergraduate course that focuses on examining modern techniques for manipulating cellular behavior and the application of these techniques to problems in the biomedical and biotechnological arenas. Applications in drug discovery, regenerative medicine, and cellular agriculture will be discussed. Topics will include controlling behavior of cells through cell-matrix interactions, cytoskeletal architecture, and cell behavior in processes such as
ENG-SCI  192;Materials Selection and Design;Clarke;Engineering Sciences;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";12:45pm -  2:00pm;The repertory of materials available to engineers today and embodied in engineering systems includes tens of thousands of different materials, as well as naturally occurring ones. This course addresses why specific materials are selected for particular applications and the rational basis for their selection. The course is intended to serve as an introduction to the principles and methodology of selecting materials for engineering components based on the functionality and purpose of the component
RUSS  101 001;Advanced Russian I;Egorova;Slavic Languages & Literatures;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;This course continues development of speaking and reading proficiency. Vocabulary work emphasizes verbs and verb government as essential to effective communication. Work on word formation to increase reading vocabulary. Texts for reading and discussion include works in prose, poetry, and film (Kazakov, Shvartz, Akhmatova).
PSY 1801;Anxiety Disorders;McNally;Psychology;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;Concerns current theory and research on the etiology and treatment of anxiety disorders (e.g., panic disorder, obsessive-compulsive disorder, social phobia, post-traumatic stress disorder). Cognitive, behavioral, and biological approaches are emphasized.
ENGLISH  176TM;Toni Morrison;Serpell;English;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;"This course is a survey of the work of Nobel Laureate Toni Morrison from 1970 to 2012, including most of her novels, a few nonfiction essays, a short story, and a play. We will consider her literary antecedents; follow her influence on contemporaries and future writers; trace the social, historical, and political contexts and implications of her work; and explore the critical interventions she made in historiography and literary criticism. Throughout, we will focus on Morrison’s rich and c"
