course_id;course_name;professor;department;semester;days;time;description
HIST  12W;The History of Energy;Miller;History;2021 Fall;"[{""days"":""Th""}]";12:45pm -  2:45pm;"This course is a critical introduction to the history of energy. What roles has energy played in the creation and destruction of societies, cultures, and economies? How have different forms of energy—biomass, coal, oil, electricity, nuclear, renewables—influenced historical processes? How has the concept of “energy"" been understood in different eras and places, and how have those understandings defined political and philosophical horizons—the borders between science"
FRSEMR  21I;Evolution, Buddhism, and Ethics;Wakeley;Freshman Seminars;2022 Spring;"[{""days"":""W""}]";12:45pm -  2:45pm;Evolutionary genetics traces back to Darwin's (1859) idea of natural selection.  Darwin provided a compelling theory about how species change due to competition in reproducing populations, yet it remains difficult to understand, particularly when applied to ourselves.  To enable critical evaluation and discussion of ethical questions and to illustrate connections between science and Buddhism, about one third of this seminar will cover select details of evolutionary genetics.
HIST  13E;History of Modern Mexico;Weld;History;2022 Spring;"[{""days"":""T""}]";12:45pm -  2:45pm;"This course explores the history of Mexico in the 19th and 20th centuries, emphasizing the importance of historical approaches to understanding critical phenomena in contemporary Mexican affairs. Topics covered include colonial legacies, race and ethnicity, the Mexican Revolution, the border, nation-building and development, Mexico-US relations, popular culture, economic crisis, the Zapatista rebellion, narco-violence and the ""war on drugs,"" and migration."
SCAND  90R.A 003;Danish;Broome;Germanic Languages & Lit;2022 Spring;[];-  TBA;Individualized study of Danish at the elementary, intermediate and advanced levels. Contact hours with language coach. Emphasis on literacy.
FRENCH  80;French Theater and Performance;Rodriguez;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;In this course, we will trace the history of French theater from the early twentieth-century to the present: its major trends, figures, and forms as well as its intellectual, historical, and political contexts. As we read and interpret texts that were written with performance in mind, we will consider how theater has served as a unique representational mode through which to engage with history, politics, and philosophy in ways that are immediate, relational, and collective. We will approach thea
MATH  21B;Linear Algebra and Differential Equations;Guerra;Mathematics;2021 Fall;[];-  TBA;Matrices provide the algebraic structure for solving myriad problems across the sciences. We study matrices and related topics such as linear transformations and linear spaces, determinants, eigenvalues, and eigenvectors. Applications include dynamical systems, ordinary and partial differential equations, and an introduction to Fourier series.
RELIGION  60;Topics in Religion and Literature: Narratives of Religious Conversion in American Literatures;Lamberth;Religion, The Study of;2022 Spring;"[{""days"":""W""}]";3:00pm -  5:00pm;Narratives of grace, lament, and conversion appear in multiple forms of American literature rooted in Christianity including fiction, sermons, first-person accounts, poetry, autobiography, and essays. Violence and suffering are often central to depicting, describing, and imagining experiences of divine grace and conversion. Through close reading of text in several genres, this course addresses these issues and considers, among other questions, the ambivalent and often paradoxical relationship be
EXPOS  20 258;Expository Writing 20;TBA;Expository Writing;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
EXPOS  20 227;Expository Writing 20;Routon;Expository Writing;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";4:30pm -  5:45pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
ZULU  AB;Elementary Zulu;Mugane;African & African Amer Studies;2022 Spring;[];-  TBA;A study of Zulu a major language spoken in South Africa at the Elementary level (First year part 2). Contact hours supplemented by language digital resources. Emphasis on written expression, reading comprehension, and oral fluency. Students are strongly encouraged to take both parts of the course within the same academic year. The curriculum builds throughout the year. This course is offered only in the Spring.
GOV  62;Research Practice in Qualitative Methods;Hagopian;Government;2022 Spring;"[{""days"":""W""}]";3:00pm -  5:45pm;With the goal of preparing students to undertake original research, this course introduces students to basic principles and tools of qualitative research in the social sciences. Focus is on comparative research design and the principal tools of qualitative research. Topics examined include the pitfalls of selection bias, the logic of causal inference, measurement and conceptualization, and the potential of mixed methods. Research techniques covered are process tracing, analytic narratives, natur
LATIN  1 002;Introductory Latin 1;Livingston;Classics, The;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";Split Schedule;Latin 1 is a starting point for those interested in learning to read the Latin language. Participants will begin to gain direct access to the literature and culture of the Roman world through its writings.
